Location,Year,Month,Temperature,Humidity,Population,GDP,Energy Source,Industry Type,Energy Consumption
City B,2015,9,-9.95657671703962,97.97592101667838,829128,50253.47430866939,Renewable,Industrial,8000.757660195167
City E,2016,8,33.91920924183386,47.59336570511823,64075,3883.5877769511962,Renewable,Residential,2743.8789756943124
City A,2021,4,6.16216904765869,93.83946192097417,812965,49273.834367368385,Renewable,Commercial,8423.61178563781
City B,2015,7,5.281583362812185,92.66119703679695,844582,51190.14173754187,Non-renewable,Commercial,10174.66454047641
City E,2020,8,-3.472149875830576,49.187919004985154,404150,24495.54428489779,Renewable,Residential,4320.660677502862
City B,2021,12,28.61829846275935,40.32677058183246,589591,35735.12916114605,Non-renewable,Industrial,5101.303623821445
City E,2023,9,29.187779114025822,81.66685076210105,485386,29419.260814720772,Renewable,Residential,4711.213747057554
City B,2022,5,-9.100495047479939,38.3502278050923,443795,26898.42898902936,Non-renewable,Residential,4447.889600164036
City D,2020,3,-7.492365060700765,61.6997111969981,370003,22425.89353469018,Renewable,Commercial,5007.2674180556
City A,2017,4,31.325374728515172,28.855149953591194,323991,19637.104759144673,Non-renewable,Residential,4265.186910312559
City B,2022,10,-4.47093404751693,50.874572363954364,306468,18575.03517482137,Non-renewable,Industrial,4557.298159028745
City C,2021,6,17.94173587851315,26.252393892409344,842748,51078.982939525034,Non-renewable,Commercial,8087.613890336963
City C,2017,10,17.884270257574215,42.6751674148846,485404,29420.351795290182,Renewable,Commercial,3685.261427115311
City E,2023,11,29.137865079889444,73.2234990552437,486388,29479.99206641808,Renewable,Industrial,6152.355901857876
City A,2016,5,15.769434744155529,99.30457252401443,232563,14095.650786907547,Renewable,Residential,3441.9433931717153
City E,2017,9,9.530513508978295,40.38460772052626,57025,3456.2870539312053,Non-renewable,Commercial,714.2555057378144
City A,2016,11,33.84713521659705,57.86570324394713,825650,50042.6726186462,Non-renewable,Residential,8428.170417205116
City C,2015,11,0.29669641995365126,55.84368917353224,206713,12528.88146916758,Non-renewable,Industrial,1948.551809788707
City C,2018,3,1.8223107957432472,34.73229073660492,633228,38379.969111560706,Renewable,Commercial,5801.764817243347
City E,2019,2,-6.18536553406264,68.80552289580062,104507,6334.172575978754,Renewable,Industrial,1675.174815970253
City D,2020,6,33.88925677197249,77.97639574575774,306964,18605.097750511854,Non-renewable,Commercial,4452.223942097376
City C,2019,7,21.786209397692694,31.77755867491613,621272,37655.31557334411,Renewable,Industrial,7931.061092708764
City A,2015,5,-9.455631062886953,80.56996580646411,517395,31359.3273172948,Non-renewable,Residential,5521.4144361398385
City B,2017,1,21.694131241056688,76.0129308636393,57176,3465.4391687079456,Renewable,Industrial,1504.9028216877114
City B,2015,3,8.186125000116153,35.78743046620986,551816,33445.58521617013,Non-renewable,Industrial,4156.935695782522
City B,2019,3,33.53973612809037,71.91581000943226,318351,19295.264180728682,Non-renewable,Industrial,4006.1917165776504
City C,2019,12,2.482437597307687,51.493734349081805,531479,32212.959002828637,Non-renewable,Industrial,6238.373297862447
City D,2020,4,21.962885242125427,74.49102019955438,686614,41615.69626037563,Renewable,Industrial,6693.738793620026
City C,2022,10,18.23453676684781,59.68774817886833,52378,3174.632236927815,Renewable,Residential,2422.6346327696224
City A,2015,6,-9.457751129668809,23.85101401872408,356896,21631.477850062805,Non-renewable,Residential,2812.286667186697
City C,2018,5,29.83476181995681,82.95735905102345,834929,50605.07310217847,Renewable,Commercial,9372.766323810858
City C,2015,1,-3.7174302841165083,64.44799397752669,899593,54524.36018776212,Renewable,Industrial,9512.27231126652
City C,2023,6,19.861495054902488,77.9835698286986,321024,19457.274795286474,Non-renewable,Residential,2944.6445581830767
City C,2021,9,24.899680285743003,30.085741990420686,633282,38383.24205326894,Renewable,Industrial,6613.787236393704
City A,2021,11,18.391744092430745,77.70179780824805,222816,13504.884808570547,Renewable,Industrial,2869.6992619251687
City C,2019,1,-5.6298759618853484,53.09329508131854,197542,11973.026869051786,Renewable,Commercial,2293.6115713050763
City D,2021,8,33.8830611314611,83.94136352205788,876363,53116.389152903335,Renewable,Industrial,8030.599518048046
City E,2016,8,0.6568061534550065,67.93327002583894,241995,14667.324605279824,Non-renewable,Residential,3131.7427683252113
City A,2018,3,18.253914647474105,48.39217002158402,291963,17695.8866659696,Renewable,Commercial,4358.0651350952985
City D,2021,9,25.873012621759003,36.15335617978236,177171,10738.339914634731,Renewable,Commercial,3102.309628226248
City B,2017,11,32.265620445793026,85.2739334911394,40216,2437.493032194605,Renewable,Commercial,1911.0847434068019
City B,2016,11,17.180473816515853,64.81541308612206,366172,22193.69650350017,Non-renewable,Industrial,3198.7672399586695
City A,2016,8,1.6574367123402034,98.99744581042117,358820,21748.0915509267,Non-renewable,Commercial,4806.193345519456
City E,2015,3,27.64875578331349,49.87909362763454,593757,35987.63055293346,Non-renewable,Residential,4991.813966222995
City C,2019,10,-2.655101532246783,74.85753772686374,312363,18932.331311304042,Renewable,Residential,3307.1628826366727
City A,2020,5,-8.997290736801823,69.82566974211846,807919,48967.99614774301,Non-renewable,Commercial,7256.462177555667
City C,2020,3,30.866698629908072,71.0065367429959,566103,34311.520738125684,Renewable,Commercial,7337.854094418751
City C,2023,5,15.89250311245727,78.95839716285256,463814,28111.78121231123,Non-renewable,Commercial,5319.598186713536
City B,2018,9,-6.866132913490661,31.128662398636322,957334,58024.0440243433,Non-renewable,Industrial,7761.957887548544
City E,2015,12,16.087822420535236,63.97152351986168,754341,45720.63187285435,Renewable,Commercial,7726.711867298944
City C,2020,4,-3.4743624254898116,60.730373631553846,745845,45205.68904409153,Non-renewable,Commercial,6329.150845369115
City A,2019,6,-8.587629712141073,47.402383127243255,621626,37676.77152454256,Non-renewable,Industrial,5846.091682910078
City B,2020,3,-4.756417862916062,54.892021321538884,784786,47565.90428595273,Non-renewable,Commercial,7776.769559936774
City C,2017,3,24.879834282768662,61.50496613209738,830784,50353.84452105537,Non-renewable,Commercial,9566.389188331925
City B,2016,5,24.00474071661199,45.67378519722888,716180,43407.6924556677,Non-renewable,Residential,8575.009310561381
City B,2020,8,17.194316071187743,43.45270656148382,583262,35351.5282709342,Renewable,Residential,4834.1186865682685
City A,2015,8,-0.5802269539237432,79.06180597332099,217455,13179.95442898045,Renewable,Residential,2281.7835600149892
City A,2021,3,23.253517960788884,25.353451417579418,410480,24879.205785141272,Non-renewable,Industrial,4092.0521020977117
City D,2021,8,8.362037024678042,45.03704628030256,927337,56205.924905416956,Renewable,Residential,8356.770011985669
City C,2021,11,12.9839127706853,72.2968916907036,549318,33294.1813571483,Renewable,Residential,5734.74339788606
City B,2015,8,30.393831199684463,36.701837466483404,244358,14810.546110031064,Non-renewable,Commercial,3811.970354727514
City D,2018,3,10.603588568215642,65.78181082284658,215899,13085.645219757882,Non-renewable,Industrial,1555.6979884842076
City A,2021,10,18.18647692331708,44.17313133188393,742409,44997.432975396965,Renewable,Commercial,8728.672867469382
City E,2023,10,33.27881713270586,87.46410186801684,217433,13178.621008284503,Non-renewable,Commercial,1582.6201445251356
City B,2019,2,10.312545447529882,47.999146570330794,789311,47840.16467909677,Renewable,Industrial,9864.618432476906
City E,2016,10,15.232755418671058,38.36132493847284,389501,23607.66793149072,Renewable,Industrial,4229.721400231123
City E,2021,2,16.29865811975516,62.40830216715131,788622,47798.40436730092,Non-renewable,Commercial,7652.917964535536
City B,2015,9,0.8320201492739443,30.85284104044475,796722,48289.345623536654,Non-renewable,Commercial,8804.89773750369
City D,2021,7,23.16149280273286,83.79871739240468,775974,47031.80868719357,Renewable,Commercial,10936.321327274492
City D,2020,6,22.698666272323138,74.40226010181281,764189,46317.51946438639,Renewable,Industrial,9640.197891717367
City B,2021,7,-0.38994663269430774,81.64071237559327,129605,7855.363149929923,Non-renewable,Commercial,1645.9738845460574
City C,2017,8,-9.399787982446933,51.910255983769964,662179,40134.69013739783,Non-renewable,Commercial,8118.863160626163
City E,2017,12,34.95237067558038,86.80027310839534,233376,14144.926742626023,Non-renewable,Residential,5408.948583112089
City D,2021,1,16.171447983231033,59.48385045897226,337787,20473.28075556791,Non-renewable,Residential,3481.1197089476877
City B,2016,8,-1.8535580930799398,27.57592279361898,279880,16963.53565373548,Non-renewable,Residential,3098.723548883926
City A,2015,3,2.7604467131605723,37.92233991934793,162855,9870.646701761796,Non-renewable,Residential,1035.5824116510926
City A,2023,3,17.800641899409495,76.88422412225755,802912,48664.52171935137,Renewable,Residential,8253.36060272765
City B,2023,6,-3.807298852836384,91.71378390468021,304695,18467.573588734213,Renewable,Commercial,3207.260260092138
City C,2021,4,-8.32237133009696,27.614847393488695,696023,42185.976048020326,Non-renewable,Commercial,6616.209996461318
City A,2021,4,25.931592550463456,89.13718328777694,809572,49068.18453003409,Renewable,Industrial,10026.9075525932
City C,2017,4,22.213080995836258,83.92558633427981,392561,23793.134628290885,Renewable,Industrial,2710.903980909423
City B,2016,10,3.9320741659842575,48.52488479880684,875679,53074.93189126565,Renewable,Industrial,9117.430276640705
City B,2021,9,-7.367888000144388,75.14214435173251,637912,38663.866499734555,Renewable,Commercial,6661.961243460593
City E,2023,8,11.882190988163494,34.956107504122656,155652,9434.072643901796,Renewable,Residential,1388.4570718834766
City B,2015,3,2.4283830466501524,85.07146399471564,949297,57536.92120010051,Renewable,Commercial,10824.600991758965
City C,2018,1,7.90006477911415,72.58712174792085,696781,42231.91845199893,Renewable,Commercial,8250.675730541243
City D,2020,1,2.3286205869021295,55.1063503573652,315861,19144.34520195992,Renewable,Industrial,3523.0850224322935
City A,2021,1,-2.1129571033334056,89.16138524373625,507873,30782.198596075457,Non-renewable,Industrial,5847.397713946498
City A,2021,4,7.414540407637499,31.138760104072123,408835,24779.502283103277,Non-renewable,Industrial,4293.572193893339
City E,2016,6,33.42023555650169,87.66285059490423,18147,1099.8902440629474,Non-renewable,Industrial,1578.3297069018433
City D,2018,4,1.9802540154485158,21.910912521781427,568310,34445.28707794201,Non-renewable,Commercial,7421.575000558112
City C,2019,11,5.118498982114303,80.2560323461437,992299,60143.273780427546,Renewable,Industrial,11501.923801481866
City C,2015,11,4.815891508608379,65.86912613962943,103718,6286.351261019496,Non-renewable,Residential,3657.4939120938934
City E,2015,3,11.612996890574312,75.73786185764874,820102,49706.408163140535,Non-renewable,Commercial,9586.916492826262
City B,2017,8,27.95774924567526,52.98756205848525,724487,43911.17998845168,Renewable,Residential,5996.667483501816
City D,2017,8,8.095516619734028,89.15529007137306,885794,53688.002361243976,Non-renewable,Commercial,10081.96303186437
City A,2022,6,26.276658381486882,45.05192193118506,732233,44380.665293488964,Non-renewable,Commercial,7116.062981127883
City D,2023,9,-4.824455075535829,41.99642281588219,537434,32573.89174120935,Renewable,Industrial,6880.691352314466
City E,2015,12,30.27082421069509,44.14005165982739,280931,17027.236796982856,Non-renewable,Residential,3076.34988724393
City B,2016,10,-1.661316241422945,81.94910742740673,708148,42920.87268158308,Non-renewable,Commercial,6192.028769029421
City D,2016,1,-8.235932541286264,59.62333850805699,719539,43611.28155192644,Renewable,Residential,7793.000340409583
City B,2018,8,-2.8740483830321493,62.96682606833173,822976,49880.60139405677,Renewable,Commercial,8288.812696935374
City D,2016,6,-1.4162593919206614,86.53243347270842,572316,34688.09086466798,Non-renewable,Commercial,6600.482486097695
City A,2021,1,12.882685742601158,86.66924418532894,712382,43177.49555552161,Non-renewable,Commercial,8080.369267212955
City C,2023,4,10.247223173887509,32.93904836547554,30598,1854.5457479383956,Non-renewable,Residential,936.9342442750858
City D,2021,5,22.214348761926885,63.98141383106537,502772,30473.026824710214,Renewable,Commercial,5974.496561003164
City C,2020,7,-7.707201139285144,30.081456514704257,917289,55596.91530755811,Non-renewable,Residential,10174.34479243936
City C,2015,8,12.396781311923803,89.48227769558062,851695,51621.260892554805,Non-renewable,Residential,9316.691504764693
City C,2023,9,4.961205211552137,86.96045616780302,549642,33313.81900739773,Non-renewable,Industrial,5890.582395225988
City E,2019,12,18.38178494409538,87.94790865769059,504840,30598.36837012941,Non-renewable,Residential,5448.153258901666
City A,2019,12,-8.03351241437417,76.38868003039734,293252,17774.012996745878,Renewable,Commercial,2895.5230125168932
City C,2020,6,-8.427933598682829,57.35018448339651,355634,21554.987990140642,Renewable,Commercial,3510.0291748831105
City A,2023,10,9.226322062833347,52.37769810756389,776098,47039.324331116186,Non-renewable,Commercial,9023.093970600232
City D,2022,9,26.510276564068036,51.61796511308879,696080,42189.430819823465,Non-renewable,Commercial,8857.209922242933
City A,2022,4,20.19923288608736,25.297023088700872,808159,48982.54255533518,Renewable,Residential,9255.882667085061
City B,2022,8,-9.248225863979535,95.90962291716087,473368,28690.849454542862,Renewable,Industrial,5459.542651805346
City C,2015,3,-1.9687557603644947,56.02205253787748,759267,46019.19688868363,Renewable,Residential,7994.05188159187
City D,2015,4,0.20291590328493392,94.40919194227034,411822,24960.544447594155,Renewable,Commercial,4857.693857927912
City C,2022,10,9.03765173953376,90.34060313293814,997822,60478.02298514236,Non-renewable,Residential,10832.03487821364
City C,2019,4,16.40220577648098,86.28883102336115,691275,41898.1996178219,Renewable,Industrial,6959.910859310325
City D,2023,6,-0.2592921746219652,67.06471078646615,962308,58325.518321691015,Renewable,Industrial,9298.553033505425
City D,2016,9,7.213140101253394,28.124470876051248,158388,9599.901690452534,Non-renewable,Industrial,1896.2153539055341
City E,2023,6,16.277452729719386,45.912915964122895,451619,27372.641876534097,Non-renewable,Industrial,4085.871675380636
City E,2022,1,7.254588675574208,68.28689674288579,142655,8646.324062754162,Non-renewable,Industrial,1062.0691216334305
City E,2023,5,-3.5573760376915518,21.07646467317369,990188,60015.326003648086,Non-renewable,Residential,9357.722463184895
City A,2018,9,12.124750649220061,23.41047309347981,731940,44362.906554220186,Non-renewable,Industrial,8789.882208058521
City B,2015,5,4.579738817921243,74.21307057604622,579187,35104.542392025476,Non-renewable,Industrial,7739.926781104396
City B,2015,6,28.888476314967605,91.0562281201477,193915,11753.19428431512,Non-renewable,Commercial,2698.5480592195304
City A,2019,3,24.903120864222544,88.41305034585628,139428,8450.73549067111,Renewable,Industrial,2157.19003395324
City E,2016,8,-1.4376208494839755,33.451622118192965,206796,12533.912101793205,Renewable,Residential,2957.161063618873
City B,2022,10,-3.1313893901120036,92.8986762073873,125586,7611.771432792711,Non-renewable,Commercial,802.5678456200199
City E,2019,11,5.6454502991525,75.70417605210166,333065,20187.080186191964,Renewable,Residential,3908.1482200680075
City D,2019,4,8.547852519961658,77.3060763460547,282955,17149.911501010156,Renewable,Commercial,5303.62870988692
City A,2016,4,31.940816809612762,44.32329605899319,74769,4531.751455245634,Non-renewable,Industrial,1232.7613796760304
City E,2021,11,3.5729331688399846,77.27974205470547,820351,49721.50006101742,Renewable,Residential,8571.679385692592
City A,2022,12,29.041295883582123,76.78178220671138,11246,681.6204157564284,Renewable,Commercial,704.5307423931556
City C,2015,5,12.73891757091721,67.5732420490496,133619,8098.651816908964,Renewable,Residential,1574.721230416618
City A,2016,10,29.853067650082536,48.58307226072348,72271,4380.347596223799,Renewable,Commercial,1697.086922380255
City A,2018,9,21.58791997978639,84.88115501479686,286085,17339.620900024707,Non-renewable,Industrial,3825.8630954338096
City E,2019,8,21.8775035649216,95.00143503842152,870654,52770.36648230459,Renewable,Residential,7409.776961901549
City A,2016,7,13.345886937326654,89.59107400215971,697950,42302.771578979125,Renewable,Residential,8185.034800194522
City C,2015,5,27.813681871016286,39.438335537044644,366626,22221.213457862024,Non-renewable,Residential,3201.393955684348
City D,2023,9,1.4491162358763034,55.65390632397248,805854,48842.83643241872,Renewable,Industrial,9070.31318921422
City B,2015,9,30.830807218259103,47.393148183529725,628471,38091.64719107757,Non-renewable,Industrial,6903.967482839058
City D,2018,10,18.654913476618525,76.59836401676907,88425,5359.442047240102,Renewable,Commercial,1600.4008081636775
City A,2016,10,9.741900567163658,86.5192270136805,528170,32012.400408151592,Renewable,Residential,6059.084407653189
City C,2018,2,34.198545653700066,37.2636905951575,911448,55242.89211278367,Non-renewable,Commercial,9158.932118330193
City C,2022,4,28.790634811023807,95.78204282820467,108601,6582.310045488519,Non-renewable,Commercial,1265.7301243600923
City D,2022,8,24.74094557742648,74.18633066396546,991697,60106.78654138386,Non-renewable,Industrial,11343.32639470834
City E,2023,1,2.3256111981024716,37.47582972614965,649085,39341.0623831817,Renewable,Residential,6222.605745433119
City B,2019,5,33.8183315194579,49.68756890459414,605321,36688.52495874951,Non-renewable,Industrial,5618.4203534377375
City A,2021,8,23.43443762716801,28.368548644523912,677016,41033.961176752106,Non-renewable,Residential,7669.907392954374
City A,2017,2,17.234777781306867,67.76551880236869,921318,55841.11312501166,Renewable,Commercial,10215.120913319237
City D,2018,2,31.48096530559998,33.53532182340992,237271,14381.002815840613,Non-renewable,Industrial,2831.349022422328
City C,2023,8,-2.701824313189187,75.44719505304332,196288,11897.021889382699,Renewable,Industrial,2541.9854270470682
City C,2015,10,-3.7442776256075465,78.97973945797239,612814,37142.675925783384,Renewable,Residential,6638.782593332168
City E,2016,12,15.367103647584209,58.34678546587454,591322,35840.04512590457,Non-renewable,Commercial,7005.167807640562
City B,2019,9,-7.447888151510018,27.505341691534824,957719,58047.3788865224,Non-renewable,Industrial,10536.321746097481
City A,2017,7,19.87940878401571,68.86985519772409,830696,50348.51083827157,Renewable,Commercial,9423.517200098326
City D,2016,8,0.8333512152028923,49.77642016990515,884395,53603.20892698796,Non-renewable,Industrial,10050.90888538604
City E,2015,5,-4.643803992561788,95.9717976971237,792756,48048.96623807604,Renewable,Industrial,10031.816421336329
City B,2017,1,8.42731324061651,61.056456536163324,211857,12840.659471893088,Non-renewable,Industrial,2984.4177096534113
City A,2015,4,10.967733186450367,25.781285509133916,25286,1532.5852598983683,Non-renewable,Commercial,437.125505651212
City B,2015,2,-2.328181124676801,70.88392665577433,679866,41206.69976690912,Renewable,Commercial,5605.38694339701
City A,2015,3,-8.130912806974052,82.34829620211988,917078,55584.12659088333,Renewable,Commercial,8254.89950648576
City B,2022,12,8.632501605746615,32.840224752448194,556018,33700.26856909638,Non-renewable,Commercial,6217.9134051970905
City B,2017,3,24.178685119479347,55.92458914755091,764018,46307.15514897696,Renewable,Commercial,7952.539626423877
City D,2015,9,29.338989677045973,79.45575625902572,845169,51225.71982611105,Non-renewable,Commercial,8703.061706554967
City E,2021,10,-5.610326764190513,21.639489231110467,908842,55084.942370345365,Non-renewable,Commercial,9767.325318150597
City C,2017,4,13.61039583550648,22.31758368779016,197986,11999.9377230973,Renewable,Residential,2952.7983955881555
City B,2022,2,1.853134496287316,74.1529653506289,452044,27398.401139978567,Renewable,Commercial,5272.9105120857985
City D,2018,3,6.858524132128991,78.01011986600773,270038,16367.011722393245,Renewable,Commercial,2782.580318031452
City C,2018,3,32.00488233919579,87.66955498557773,688299,41717.82416367899,Non-renewable,Residential,9658.032940553829
City E,2019,7,5.8433647825541115,51.96798526341019,195256,11834.472336736368,Non-renewable,Residential,2202.7476072353998
City E,2020,8,6.4405668580247095,51.18213320364045,651624,39494.95125350053,Renewable,Commercial,7793.267380223504
City B,2021,11,-0.5771878414753928,64.1894378183726,316040,19155.194397622414,Renewable,Commercial,3274.855709845485
City A,2018,6,33.2008288111635,80.5861564027945,52563,3185.8450927801127,Non-renewable,Commercial,214.1307238204049
City E,2022,4,10.541931049712751,71.27937575505754,695089,42129.36627847413,Non-renewable,Residential,7535.781028447098
City D,2020,6,15.66764603255433,46.18586430750821,912688,55318.04855200989,Renewable,Industrial,12062.492292534658
City B,2015,11,10.39256415356299,47.72378051486758,430144,26071.04144719306,Renewable,Industrial,5649.698535242424
City E,2015,1,1.3813584543738866,81.04039484536848,239238,14500.222748064773,Non-renewable,Industrial,2728.3849791935104
City B,2023,10,26.46856759134441,62.77173294092827,656769,39806.78986625767,Non-renewable,Industrial,7753.0561729822775
City A,2020,8,-8.718794835543047,27.838094046384754,351739,21318.911916926052,Renewable,Industrial,3273.0295909674637
City E,2022,1,21.06095435412622,32.23959633218318,285467,17302.16390047487,Non-renewable,Commercial,3937.3278741960303
City B,2021,5,16.74227647697086,88.09523007506526,623973,37819.02326878765,Non-renewable,Industrial,8827.346059607793
City D,2020,2,-3.5073707190062873,99.90427453587935,54165,3282.942363457847,Non-renewable,Commercial,480.9330738363119
City E,2018,6,-2.5342730064689762,46.85463245930039,577281,34989.019671730995,Renewable,Residential,6289.659667654284
City A,2021,9,19.66515145553912,50.93613292454603,640606,38827.14992495666,Non-renewable,Residential,7280.055723159092
City C,2023,5,4.046245624847218,32.3590419831669,921572,55856.50807304671,Renewable,Industrial,9095.190658057945
City C,2021,4,1.9582135174555635,38.85704672483372,524154,31768.990521109285,Non-renewable,Residential,5061.265623293885
City B,2015,2,-7.337975700822431,53.97038766207103,120433,7299.447939782496,Non-renewable,Commercial,1586.598660345352
City E,2023,12,24.49173901952529,42.751171552861,586602,35553.9657765919,Renewable,Industrial,5725.799627587276
City E,2018,3,29.72023708852904,76.1139883672412,773179,46862.40364877642,Renewable,Industrial,9488.502925539104
City A,2017,6,26.89299582765802,63.02795532033345,244578,14823.880316990553,Non-renewable,Commercial,2880.8207426683393
City C,2018,8,10.971535377501663,85.7837702634595,163261,9895.254374605216,Renewable,Commercial,2056.9535794739018
City D,2018,8,14.02803838612531,77.96199341752155,281784,17078.937153966694,Renewable,Commercial,2431.1491912513848
City C,2016,5,0.9024287293109765,30.24804895683844,206178,12496.455102243368,Renewable,Industrial,1415.7212360668354
City E,2015,5,-2.221536726154623,29.8711172461375,766373,46449.89177347513,Non-renewable,Residential,7354.282171710425
City D,2015,10,27.035052870110512,91.65189108059656,171786,10411.954894285418,Renewable,Residential,1976.6224143628187
City D,2022,3,25.92548722451736,85.5608991558162,116115,7037.733823186705,Non-renewable,Residential,831.0827988250294
City A,2016,7,24.981192279660142,57.43338585301671,303094,18370.536928088113,Renewable,Residential,4434.634771660737
City B,2019,6,10.851168787893567,30.429130781917806,385318,23354.136169165526,Renewable,Industrial,5577.257305885459
City B,2018,1,28.90284923800516,91.88610325486442,699692,42408.35425408563,Non-renewable,Commercial,7636.096321893253
City A,2022,4,31.680443120786663,38.456044590074406,615714,37318.445017522106,Non-renewable,Residential,5805.260200839098
City E,2016,6,4.7754955094050136,22.84278197037238,156534,9487.53069180302,Renewable,Industrial,911.0848643935941
City E,2023,11,0.11125213011601254,93.93916199899218,826107,50070.37140310296,Non-renewable,Industrial,9002.988587917454
City B,2021,6,10.891836384919245,84.71484965784089,959263,58140.96077536536,Non-renewable,Residential,10290.473879559628
City C,2021,11,-1.9303139496433364,75.47853538547587,252407,15298.396254653462,Renewable,Commercial,1347.2569162421212
City A,2015,12,29.780129831295362,22.722428588162806,976432,59181.57440849022,Renewable,Commercial,8136.864393310438
City C,2016,12,5.209572503499624,62.27449427141673,826863,50116.19258701829,Non-renewable,Industrial,8779.458741714863
City A,2018,3,15.927730394325955,72.29089240670169,799559,48461.29628328243,Renewable,Commercial,9298.956151493336
City A,2018,6,16.762377315820626,80.74777926256252,462226,28015.532482076374,Non-renewable,Industrial,6425.899743618382
City B,2017,12,13.174454615565338,57.685910783881894,498402,30208.16098646945,Non-renewable,Commercial,4819.853038004568
City B,2021,10,-2.956343075960577,96.26794400652456,283856,17204.521139512428,Non-renewable,Residential,4449.150160850487
City C,2022,6,34.59502880420171,39.582484877853965,723861,43873.23810864877,Renewable,Commercial,7583.759328666015
City E,2016,12,-2.2328546841491637,25.57879338894579,672822,40779.76270407894,Non-renewable,Residential,5711.362896263248
City D,2018,9,23.817831225690945,46.621299600691984,277541,16821.768789743455,Renewable,Residential,5081.5330196202085
City C,2017,9,25.611329332482157,72.94438962453701,550389,33359.094701028356,Non-renewable,Industrial,4543.522890071498
City A,2016,2,-3.467633123742729,78.97257634210177,391711,23741.616101401953,Non-renewable,Residential,4134.890568945062
City D,2020,4,31.992358019744614,79.07975176918471,574484,34819.49341325058,Non-renewable,Industrial,5855.871089604766
City D,2018,9,11.949144318247775,28.853906209818714,207208,12558.88343482643,Renewable,Residential,2736.317143684406
City D,2020,4,18.299733135545896,90.8071563702616,187390,11357.713827902999,Renewable,Residential,3480.5732821641495
City D,2016,8,18.89837252156583,42.466696233830916,464133,28131.11581240249,Non-renewable,Residential,3263.8414145965057
City D,2018,10,12.722980651653533,36.792888613058125,737680,44710.80813579958,Non-renewable,Commercial,7110.845673994974
City C,2020,12,-3.609008014548083,69.15659815500806,85560,5185.794306608574,Renewable,Commercial,2128.237654517188
City B,2019,3,23.828901105108464,36.947925954706676,669985,40607.81204433316,Non-renewable,Residential,6314.446237817842
City B,2017,3,16.18036258055715,60.64307942840192,451512,27366.156603149255,Renewable,Industrial,3466.993642768508
City A,2022,9,-4.659372313417743,52.562375723629906,369329,22385.04237336884,Non-renewable,Residential,3498.9452828841345
City E,2021,11,21.51448858851239,38.5627410102814,832308,50446.21420926564,Non-renewable,Industrial,8186.08703790403
City C,2017,10,21.624346736292075,43.364770600134236,98553,5973.300447629672,Renewable,Residential,2218.937989996248
City D,2020,8,14.681890074316179,54.19257850886904,491732,29803.892075470398,Renewable,Residential,5444.627679012518
City B,2018,1,-5.925303536879439,47.692827705215855,82972,5028.935544739675,Renewable,Industrial,291.944737970746
City A,2019,10,5.868981401152817,50.52606274972717,637988,38668.47286213874,Non-renewable,Industrial,7703.245787349996
City D,2019,2,-7.7084151567984565,78.83476972561908,11747,711.9860416050832,Non-renewable,Commercial,439.1177074932034
City A,2021,3,11.491820847187611,33.47039301538676,810015,49095.03477404796,Renewable,Industrial,7060.331962545123
City D,2019,11,30.790120935231954,70.20948698659396,745812,45203.68891304761,Non-renewable,Residential,7505.116817845364
City D,2017,2,-9.898615782418432,74.25262205182679,427263,25896.423946055387,Non-renewable,Industrial,4069.635201836456
City B,2019,3,1.9987393869085484,84.16696369413958,40497,2454.5244510837706,Non-renewable,Commercial,2830.6089390478523
City B,2021,8,25.993659551663825,87.78617402477272,79323,4807.769539307058,Renewable,Residential,1326.3320636811147
City D,2019,11,-9.556262478027707,32.69324347736919,406254,24623.067791455815,Renewable,Residential,2878.009845896009
City B,2019,11,-9.542195332929698,31.06086088944018,8910,540.035381859308,Non-renewable,Residential,5.396077292323611
City C,2023,12,17.48683637424796,69.18168105172872,106800,6473.151378515611,Non-renewable,Industrial,2292.269597269986
City D,2017,6,25.5139890559363,80.55332404663716,442295,26807.513941578298,Non-renewable,Residential,5035.414708923085
City B,2020,7,24.94274378600018,41.7861144191746,831702,50409.48453009542,Renewable,Residential,9915.211506255215
City A,2015,10,25.081010933717913,62.067776445849034,172640,10463.71586130089,Renewable,Industrial,3058.1516362629163
City A,2019,10,6.245285516794958,81.77915444894168,668522,40519.13956805256,Renewable,Residential,7882.236681138361
City A,2022,6,29.722586492350644,81.40024865923635,253396,15358.33957593953,Renewable,Industrial,3934.4949407938384
City E,2019,1,-9.42239793714684,72.30561328909964,81798,4957.779367601311,Renewable,Industrial,2372.2372163063287
City A,2023,11,4.048493154753519,26.303015674669197,168370,10204.911026223534,Non-renewable,Commercial,2945.2705578460955
City A,2020,3,5.173446267592546,24.05150882205792,958095,58070.1682584168,Non-renewable,Residential,8717.47895883465
City C,2022,1,-2.5492993381206484,51.07562480395312,891228,54017.35727314336,Renewable,Industrial,8116.3120859734145
City C,2022,12,5.130168784644464,22.134994118337517,35270,2137.7158157326367,Renewable,Commercial,1110.5040671750485
City E,2017,10,16.364785852344905,92.33154654838019,745596,45190.597146214655,Renewable,Industrial,7234.635599100338
City C,2021,12,13.412569071382212,21.61157318037794,582342,35295.76704183088,Renewable,Residential,4993.78419697738
City B,2021,9,4.374231136304294,22.369028971358524,244877,14842.002716449131,Non-renewable,Commercial,3508.665532049175
City A,2020,9,23.7197381157105,33.226190269716824,632529,38337.60269944851,Non-renewable,Industrial,6344.230238319534
